,Marque,Modèle,Année-Modèle,Kilométrage,Type de carburant,Puissance fiscale,Boite de vitesses,Nombre de portes,Origine,Première main,État,Jantes aluminium,Airbags,Climatisation,Système de navigation/GPS,Toit ouvrant,Sièges cuir,Radar de recul,Caméra de recul,Vitres électriques,ABS,ESP,Régulateur de vitesse,Limiteur de vitesse,CD/MP3/Bluetooth,Ordinateur de bord,Verrouillage centralisé à distance,Prix
222,Renault,Megane 4,2017,114999.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,188000
223,Volkswagen,Jetta,2016,104999.5,Diesel,6,Automatique,5,Importée neuve,Non,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,160000
226,Ford,Fiesta,2013,114999.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,92000
229,Renault,Kangoo,2014,184999.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95000
231,Dacia,Dokker,2019,62499.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,125000
233,Renault,Kadjar,2016,124999.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Très bon,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,170000
236,Renault,Clio,2017,62499.5,Diesel,6,Automatique,5,WW au Maroc,Oui,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125000
238,Fiat,Doblo,2016,104999.5,Diesel,5,Manuelle,5,WW au Maroc,Non,Très bon,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,79000
240,Renault,Kadjar,2016,114999.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,175000
241,Volkswagen,Passat,2005,274999.5,Diesel,8,Manuelle,5,WW au Maroc,Non,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,79000
242,Toyota,Corolla,2008,274999.5,Diesel,8,Manuelle,5,WW au Maroc,Non,Bon,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,80000
243,Fiat,TIPO,2021,52499.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,125000
247,Mercedes-Benz,220,2011,274999.5,Diesel,8,Automatique,5,Dédouanée,Non,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,168000
250,Dacia,Logan,2015,134999.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Bon,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,80000
251,Hyundai,Santa Fe,2010,194999.5,Diesel,8,Automatique,5,WW au Maroc,Non,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,96000
252,Dacia,Sandero,2014,134999.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76000
253,Ford,Fiesta,2010,134999.5,Essence,7,Manuelle,5,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,75000
254,Volkswagen,GOLF 5,2008,174999.5,Diesel,8,Manuelle,5,Dédouanée,Non,Très bon,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,77000
257,Opel,Astra,2015,134999.5,Diesel,8,Automatique,5,Importée neuve,Non,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,118000
258,Dacia,Duster,2021,22499.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,190000
260,Dacia,Dokker,2017,12499.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Correct,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,110000
261,Mercedes-Benz,220,2007,184999.5,Diesel,9,Automatique,5,Dédouanée,Non,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,128000
262,Renault,Clio,2018,92499.5,Diesel,6,Automatique,5,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,127800
263,Nissan,Qashqai,2009,134999.5,Diesel,8,Manuelle,5,WW au Maroc,Non,Très bon,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,95000
265,Toyota,RAV 4,2013,324999.5,Diesel,8,Manuelle,5,WW au Maroc,Oui,Très bon,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,105000
266,Mercedes-Benz,Classe CLA,2014,134999.5,Diesel,9,Automatique,5,Importée neuve,Non,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,260000
267,Dacia,Logan,2014,124999.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,70000
268,Fiat,TIPO,2021,52499.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,125000
269,Volkswagen,GOLF 4,2002,144999.5,Diesel,8,Manuelle,5,Dédouanée,Non,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85000
270,Renault,Megane 4,2019,42499.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,158000
271,Renault,Modus,2004,124999.5,Diesel,6,Manuelle,5,Dédouanée,Non,Très bon,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,68000
272,Hyundai,Santa Fe,2008,164999.5,Diesel,9,Manuelle,5,WW au Maroc,Non,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,78000
274,Peugeot,Bipper,2012,104999.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,72000
275,Ford,Fiesta,2016,92499.5,Essence,7,Manuelle,5,WW au Maroc,Non,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80000
276,Peugeot,508,2018,92499.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155000
277,Peugeot,208,2016,22499.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115000
278,Land Rover,Range Rover Sport,2011,144999.5,Diesel,12,Manuelle,5,Importée neuve,Non,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195000
281,Dacia,Dokker,2018,12499.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Très bon,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,104000
282,Peugeot,206+,2009,47499.5,Essence,6,Manuelle,5,WW au Maroc,Oui,Bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63000
283,Renault,Clio,2018,104999.5,Diesel,6,Automatique,5,WW au Maroc,Oui,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,125000
284,Renault,Clio,2018,27499.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,120000
286,Toyota,Corolla verso,2012,224999.5,Diesel,8,Manuelle,5,WW au Maroc,Oui,Bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,92000
287,Audi,A3,2013,194999.5,Diesel,8,Automatique,5,Dédouanée,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,210000
289,Opel,Astra,2008,424999.5,Diesel,7,Manuelle,5,Importée neuve,Non,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,68000
290,Audi,Q5,2013,124999.5,Diesel,8,Manuelle,5,WW au Maroc,Oui,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,185000
291,Citroen,Berlingo,2018,72499.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,105000
292,Dacia,Logan,2017,12499.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,90000
293,Fiat,500,2018,32499.5,Essence,7,Automatique,3,WW au Maroc,Oui,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155000
294,Fiat,Punto,2013,134999.5,Essence,6,Manuelle,5,WW au Maroc,Non,Très bon,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,63000
295,Hyundai,H-1,2017,184999.5,Diesel,10,Manuelle,5,WW au Maroc,Oui,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127000
296,Renault,Megane Estate,2010,184999.5,Diesel,7,Manuelle,5,Dédouanée,Non,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,98000
297,Toyota,RAV 4,2008,374999.5,Diesel,9,Manuelle,5,WW au Maroc,Non,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,90000
298,Dacia,Dokker,2013,224999.5,Diesel,7,Manuelle,5,WW au Maroc,Non,Excellent,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7800000
300,Mercedes-Benz,Classe C,2014,134999.5,Diesel,9,Automatique,5,Dédouanée,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,325000
301,Renault,Kangoo,2017,104999.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132000
302,Dacia,Logan,2017,104999.5,Diesel,7,Manuelle,5,WW au Maroc,Oui,Très bon,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,98000
304,Opel,Astra,2010,62499.5,Diesel,7,Manuelle,5,WW au Maroc,Non,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70000
305,Dacia,Duster,2016,104999.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,129000
306,Fiat,Doblo,2013,134999.5,Essence,5,Manuelle,5,WW au Maroc,Oui,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77000
307,Mercedes-Benz,220,1998,324999.5,Diesel,9,Manuelle,5,Dédouanée,Non,Bon,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,75000
308,Dacia,Sandero,2017,104999.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000
309,Hyundai,H-1,2005,274999.5,Diesel,9,Manuelle,5,Dédouanée,Non,Très bon,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,75000
314,Hyundai,Elantra,2019,134999.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,142000
315,Volkswagen,Passat,2006,224999.5,Diesel,8,Manuelle,5,WW au Maroc,Non,Bon,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,70000
317,Citroen,Berlingo,2006,274999.5,Diesel,6,Manuelle,5,Dédouanée,Oui,Très bon,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,820000
318,Renault,Megane 3,2009,224999.5,Diesel,6,Manuelle,5,Dédouanée,Oui,Très bon,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,100000
319,Volkswagen,GOLF 7,2014,154999.5,Diesel,8,Manuelle,5,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,150000
320,Ford,Kuga,2019,22499.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,225000
324,Opel,Corsa,2021,12499.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,150000
326,Nissan,Pathfinder,2006,324999.5,Diesel,10,Manuelle,5,WW au Maroc,Non,Très bon,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,97000
327,Peugeot,Partner,2015,32499.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Bon,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,110000
328,Volkswagen,Passat,2010,224999.5,Diesel,8,Manuelle,5,WW au Maroc,Non,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,115000
329,Mercedes-Benz,220,1999,224999.5,Diesel,9,Manuelle,5,Dédouanée,Non,Excellent,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,78000
330,Hyundai,i 30,2012,154999.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,91000
331,Toyota,RAV 4,2006,164999.5,Diesel,9,Manuelle,5,Dédouanée,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,107000
332,BMW,Serie 4 gran coupé,2022,2499.5,Diesel,8,Automatique,5,Importée neuve,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,840000
333,Volkswagen,Passat,2016,164999.5,Diesel,8,Automatique,5,Dédouanée,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,256000
334,Ford,Kuga,2020,32499.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,197000
336,Toyota,C-HR,2020,42499.5,Hybride,10,Automatique,5,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,198000
339,Opel,Astra,2015,72499.5,Diesel,7,Manuelle,5,WW au Maroc,Oui,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148000
340,Audi,A1,2012,104999.5,Diesel,6,Manuelle,3,WW au Maroc,Non,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,125000
341,Opel,MOKKA,2017,82499.5,Diesel,6,Automatique,5,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,169000
343,BMW,Serie 1,2013,124999.5,Diesel,8,Automatique,5,WW au Maroc,Non,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,170000
345,Peugeot,Tepee,2019,57499.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,150000
346,Volkswagen,Polo,2019,67499.5,Essence,11,Automatique,5,Importée neuve,Non,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,280000
347,Kia,Sportage,2016,67499.5,Diesel,7,Automatique,5,WW au Maroc,Oui,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175000
348,Volkswagen,GOLF 7,2016,114999.5,Diesel,8,Automatique,5,Dédouanée,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,275000
350,BMW,X5,2015,134999.5,Diesel,12,Automatique,5,WW au Maroc,Non,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,285000
351,BMW,X1,2011,104999.5,Essence,11,Manuelle,5,WW au Maroc,Non,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,109000
352,Fiat,500,2021,22499.5,Essence,6,Automatique,3,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,128000
353,Hyundai,Accent,2021,47499.5,Diesel,6,Automatique,5,WW au Maroc,Oui,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,157000
354,Mercedes-Benz,Classe C,2007,194999.5,Diesel,8,Automatique,5,Dédouanée,Non,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,145000
355,Mercedes-Benz,Classe E,2012,224999.5,Diesel,9,Automatique,5,WW au Maroc,Non,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,185000
356,Land Rover,Range Rover Sport,2009,164999.5,Diesel,11,Automatique,5,Dédouanée,Oui,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139000
357,Nissan,Qashqai,2017,124999.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170000
358,Mercedes-Benz,Classe E,2018,57499.5,Diesel,9,Automatique,3,WW au Maroc,Oui,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340000
359,Toyota,Prado,2016,52499.5,Diesel,12,Manuelle,5,WW au Maroc,Oui,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210000
361,Mercedes-Benz,CLASSE ML,2013,184999.5,Diesel,12,Automatique,5,WW au Maroc,Non,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,198000
362,Audi,A6,2017,114999.5,Diesel,8,Automatique,5,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,290000
363,BMW,Serie 3,2016,134999.5,Diesel,8,Automatique,5,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,238000
364,Fiat,Doblo,2018,124999.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,89000
365,Citroen,C4,2013,184999.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,100000
367,Hyundai,i 20,2019,104999.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,127000
368,Citroen,C-ELYSEE,2021,42499.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,125000
369,Peugeot,208,2019,124999.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,105000
370,Hyundai,Accent,2018,92499.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,120000
371,Volkswagen,Passat,2008,184999.5,Essence,11,Automatique,5,WW au Maroc,Non,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,62000
373,Mercedes-Benz,Classe A,2021,27499.5,Essence,12,Automatique,5,Importée neuve,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,660000
374,Land Rover,Range Rover Evoque,2019,62499.5,Diesel,8,Automatique,5,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,410000
375,Mercedes-Benz,Classe CLA,2014,97499.5,Diesel,8,Automatique,5,WW au Maroc,Non,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,235000
376,Seat,Leon,2022,2499.5,Hybride,12,Automatique,5,Importée neuve,Oui,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,550000
377,Mercedes-Benz,Vito,2016,124999.5,Diesel,8,Automatique,5,WW au Maroc,Non,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,350000
378,Volkswagen,Polo,2019,32499.5,Essence,11,Automatique,5,Importée neuve,Non,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,295000
379,Renault,Clio,2018,97499.5,Diesel,5,Manuelle,5,WW au Maroc,Oui,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116000
381,Opel,Corsa,2018,27499.5,Diesel,5,Manuelle,5,WW au Maroc,Oui,Bon,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,118000
382,Mercedes-Benz,Classe C,2008,324999.5,Diesel,9,Automatique,5,Dédouanée,Non,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149000
384,Volkswagen,GOLF 7,2015,144999.5,Diesel,8,Automatique,5,Dédouanée,Non,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,250000
387,Volkswagen,GOLF 5,2006,274999.5,Diesel,8,Manuelle,5,Dédouanée,Non,Bon,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,80000
388,Dacia,Duster,2018,82499.5,Diesel,6,Automatique,5,WW au Maroc,Non,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129000
389,Volkswagen,Touran,2013,224999.5,Diesel,8,Automatique,5,Dédouanée,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,175000
390,Nissan,Qashqai,2021,12499.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,260000
391,Volkswagen,GOLF 7,2016,164999.5,Diesel,7,Manuelle,5,WW au Maroc,Non,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157000
392,Renault,Clio,2018,72499.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,113000
393,Kia,Sportage,2008,274999.5,Diesel,8,Automatique,5,WW au Maroc,Non,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,78000
394,Peugeot,Bipper,2013,164999.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000
396,Renault,Clio,2017,134999.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Très bon,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102000
398,Fiat,Doblo,2014,274999.5,Diesel,5,Manuelle,5,WW au Maroc,Non,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72000
399,Nissan,Qashqai,2017,114999.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,175000
400,Hyundai,Elantra,2015,104999.5,Diesel,6,Automatique,5,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,140000
401,Volkswagen,Touareg,2011,174999.5,Diesel,11,Automatique,5,WW au Maroc,Non,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,125000
405,Mercedes-Benz,Classe C,2007,27499.5,Diesel,9,Manuelle,5,Dédouanée,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,170000
406,Opel,Grandland X,2019,72499.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,230000
407,Renault,Kangoo,2011,154999.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77000
408,Peugeot,207,2009,174999.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,78000
409,Renault,Zoe,2020,72499.5,Electrique,10,Automatique,5,Dédouanée,Non,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,360000
410,Volkswagen,Touran,2012,164999.5,Diesel,6,Manuelle,5,Dédouanée,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,140000
411,Opel,Astra,2005,324999.5,Diesel,7,Manuelle,5,WW au Maroc,Non,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65000
413,Ford,Focus,2015,124999.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143000
414,Dacia,Logan,2013,104999.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66000
415,Renault,Clio,2016,134999.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105000
416,Audi,Q3,2018,17499.5,Diesel,8,Automatique,5,WW au Maroc,Oui,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280000
417,Ford,Fiesta,2014,2499.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92000
419,Volkswagen,GOLF 5,2006,224999.5,Diesel,8,Manuelle,5,Dédouanée,Non,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,97000
420,Kia,Sportage,2016,124999.5,Diesel,8,Manuelle,5,WW au Maroc,Non,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158000
422,Renault,Kangoo,2006,274999.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Très bon,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,70000
424,Volkswagen,GOLF 6,2009,224999.5,Diesel,8,Manuelle,5,Dédouanée,Non,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,123000
425,Volkswagen,Passat,2009,12499.5,Diesel,8,Manuelle,5,Dédouanée,Non,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,85000
426,Peugeot,207,2010,224999.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Très bon,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69000
428,Nissan,Navara,2005,324999.5,Diesel,13,Manuelle,5,WW au Maroc,Non,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69000
429,Fiat,TIPO,2018,92499.5,Diesel,5,Manuelle,5,WW au Maroc,Oui,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,108000
430,Kia,Ceed,2009,194999.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,69000
432,Renault,Kangoo,2009,12499.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Très bon,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,75000
435,Volkswagen,Touran,2008,27499.5,Diesel,8,Manuelle,5,Dédouanée,Non,Excellent,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,120000
436,Peugeot,308,2014,104999.5,Diesel,7,Manuelle,5,WW au Maroc,Oui,Très bon,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,149000
437,Seat,Ibiza,2017,92499.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117000
438,Dacia,Logan,2010,194999.5,Diesel,6,Manuelle,5,WW au Maroc,Oui,Excellent,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,68000
439,Renault,Kangoo,2007,174999.5,Diesel,6,Manuelle,5,WW au Maroc,Non,Très bon,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,75000
440,Toyota,Corolla,2014,174999.5,Diesel,5,Manuelle,5,WW au Maroc,Non,Excellent,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,133000
441,Volkswagen,Touran,2019,47499.5,Diesel,8,Manuelle,5,WW au Maroc,Non,Excellent,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,220000
